name,resistances,immunities
Goat,prone,
"Goat, Giant",prone,
Goblin,,
Goblin,,
Goblin Alchemist,,
Goblin Boss,,
Goblin Dreadnought,,
Goblin Musketeer,,
Goblin Shieldbearer,,
Goblin Siege Engine,"acid, fire","poison, psychic; nonmagic bludgeoning, piercing, and slashing attacks not made with adamantine weapons"
Goblin Skulker,,
Goblin Warlock,,
Goblin,,
Goblin Captain,,
Godslayer,,
Gold Dragon Wyrmling,,fire
Gold Dragon Wyrmling,,fire
Gold Dragon Wyrmling,,fire
"Golem, Barnyard",nonmagic B/P/S attacks not made w/adamantine weapons,"lightning, poison"
"Golem, Chain",,
"Golem, Ice",,"cold, poison, psychic; nonmagic bludgeoning, piercing, and slashing attacks not made with adamantine weapons"
"Golem, Origami",,"poison, psychic; nonmagic bludgeoning, piercing, and slashing attacks not made with adamantine weapons"
"Golem, Tar",,"fire, poison, psychic; nonmagic bludgeoning, piercing, and slashing attacks not made with adamantine weapons"
Goliath Longlegs,,poison
Golmana,Demonic Resilience,"blinded,frightened,Demonic Resilience"
Gorao-Ka,,
Goreling,,"necrotic, poison"
Gorgon,,
Gorgon,,
Gorgon,Monstrosity Resilience,"poison,petrified,poisoned"
Graknork,"bludgeoning, piercing, and slashing from nonmagical attacks",cold
Grave Behemoth,necrotic,poison
Graveyard Dragon,necrotic,poison
Gray Ooze,"acid, cold, fire",
Gray Ooze,"acid, cold, fire",
Gray Orc,,
Gray Thirster,"bludgeoning, necrotic","fire, poison"
Gray Ooze,"acid,fire,Ooze Resilience",Ooze Resilience
Gray Thirster,necrotic,"fire, poison"
Great Gray Owl,,
Great Mandrake,,poison
Great Wyrm Black Dragon,,acid
Great Wyrm Blue Dragon,,lightning
Great Wyrm Gold Dragon,,fire
Great Wyrm Green Dragon,,poison
Great Wyrm Red Dragon,,fire
Great Wyrm White Dragon,,cold
Greater Death Butterfly Swarm,"bludgeoning, piercing, and slashing",
Greater Ghast of Leng,"bludgeoning, cold",
Greater Lunarchidna,,poison
Greater Rakshasa,,"bludgeoning, piercing, and slashing from nonmagical attacks"
Greater Scrag,,
Greater Sphinx,,psychic; damage from nonmagical weapons
Greater Death Butterfly Swarm,"bludgeoning, piercing, slashing",False
Greed Swarm,"bludgeoning, piercing, slashing",poison
Green Abyss Orc,,poison
Green Dragon Wyrmling,,poison
Green Dragon Wyrmling,,poison
Green Hag,,
Green Hag,,
Green Knight of the Woods,"bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron",
Green Dragon Wyrmling,,"poison,poisoned"
Green Hag,Fey Resilience,
"Gremlin, Bilge",,poison
"Gremlin, Bilge Bosun",,poison
"Gremlin, Rum Story Keeper",,
Greyfur,False,False
Grick,"bludgeoning, piercing, and slashing from nonmagical attacks",
Grick,damage from nonmagical weapons,
Grick,"bludgeoning,Monstrosity Resilience",
Griffon,,
Griffon,,
Griffon,Monstrosity Resilience,
Grim Jester,cold,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Grimalkin,,
Grim Jester,cold,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Grimlock,,
Grimlock,,
Grimlock Technical,,
Grimlock,,blinded
Grimmlet,"bludgeoning, piercing, and slashing from nonmagical attacks",psychic
Grimmlet Swarm,"bludgeoning, piercing, slashing",psychic
Grindylow,,
Grivid,,
Grolar Bear,cold,
Grolar Bear Alpha,cold,
Grove Bear,,
Guard,,
Guard,,
Guard Squad,,
Guard,,
Guardian Naga,,poison
Guardian Naga,,poison
Guardian,False,False
Guardian Naga,"necrotic,radiant,Monstrosity Resilience","poison,charmed,poisoned"
Gug,,poison
Gug,False,poison
Gugalanna,necrotic,"fire, radiant; bludgeoning, piercing, and slashing from nonmagical attacks"
Gullkin,,
Gullkin Hunter,,
Gulon,,poison
Gulper Behemoth,"acid, thunder",
Gumienniki,"cold, fire, lightning",poison
Gynosphinx,"bludgeoning, piercing, and slashing from nonmagical attacks",psychic
Gynosphinx,"bludgeoning,piercing,and slashing damage from nonmagical attacks,Monstrosity Resilience","psychic,charmed,frightened"
Gypsosphinx,"bludgeoning, piercing, and slashing from nonmagical attacks","psychic, poison"
Gypsosphinx,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","psychic, poison"
Haakjir,"acid, piercing, slashing",
"Hag, Brine",,
"Hag, Floe",,cold
"Hag, Pesta","necrotic, poison",
"Hag, Wood",,poison
Hair Golem,bludgeoning and piercing from nonmagical attacks not made with adamantine,"poison, psychic"
Haleshi,cold,
Half-Red Dragon Veteran,fire,
Half-Red Dragon Veteran,fire,
Half-Shadow Dragon Assassin,necrotic,
Hallowed Reed,"bludgeoning, piercing",radiant
Hantu Penanggal,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison"
Harbinger of Wrath,"acid, lightning, necrotic","cold, fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Harefolk,,
Harpy,,
Harpy,,
"Harpy, Plague","necrotic, poison ",
Harpy,"charmed,Monstrosity Resilience",
Harvest Horse,,"poison, psychic"
Haugbui,"cold, lightning, necrotic","poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Haugbui,"acid, cold, fire, lightning, necrotic, thunder","poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Haunted Giant,,
Hawk,,
Hawk,,
Hawk,,
"Hawk, Blood",,
Heavy Cavalry,fire,
Hebi-Doku,,poison
Heggarna,,
Helashruu,"acid, cold, fire, lightning, piercing, psychic",slashing
Hell Hound,,fire
Hell Hound,,fire
Hell Hound,,"fire,charmed,frightened"
Herald Of Blood,"piercing, lightning","fire, poison"
Herald Of Darkness,"bludgeoning, thunder","cold, lightning, necrotic, poison"
Herald of Slaughter,"cold, fire, lightning, slashing","necrotic, poison, psychic"
Herald of the Void,"fire, lightning, poison","cold, necrotic, radiant"
Herald of Blood,"cold, fire, lightning","necrotic, poison"
Herald of Darkness,"bludgeoning, cold, lightning","necrotic, poison"
Herd Skulker,,
Hezrou,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Hezrou,"cold, fire, lightning; damage from nonmagical weapons",poison
Hezrou,"bludgeoning,piercing,and slashing damage from nonmagical attacks,Demonic Resilience",Demonic Resilience
Hierophant Lich,"cold, lightning, necrotic","poison; bludgeoning, piercing, and slashing from nonmagical attacks"
High Elf Noble,,
High Priest,,
Hill Dwarf Wrestler,,
Hill Giant,,
Hill Giant,,
Hill Giant Chief,,
Hill Giant,"poison,poisoned,Giant Attributes",
Hinderling,,
Hinn,prone,petrified
Hippocampus,cold,
Hippogriff,,
Hippogriff,,
Hippogriff,Monstrosity Resilience,
Hippopotamus,,
"Hippopotamus, Sacred","necrotic, radiant",poison
Hirudine Stalker,,
Hivebound,"bludgeoning,charmed,Monstrosity Resilience",blinded
Hoard Drake,,fire
Hoard Golem,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Hoard Golem,False,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Hoarfrost Drake,,cold
Hobgoblin,,
Hobgoblin,,
Hobgoblin Captain,,
Hobgoblin Warlord,,
Hobgoblin,,
Hobgoblin Commander,"charmed,frightened",
Hodag,,
Holler Spider,thunder,
Holy Knight,,
Homunculus,,poison
Homunculus,,poison
Homunculus,,Construct Resilience
Hongaek,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Hooden Horse,psychic,"necrotic, poison"
Horakh,,
Horakh,False,False
Horde Demon,"cold, fire, lightning; damage from nonmagical weapons",poison
Horde Demon Band,"cold, fire, lightning; damage from nonmagical weapons",poison
Horde of Shadows,"acid, cold, fire, lightning, thunder; damage from nonmagical weapons","necrotic, poison"
Horned Devil,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Horned Devil,"cold; damage from nonmagical, non-silvered weapons","fire, poison"
Horned Serpent,fire,"necrotic, poison"
Horned Tauric,,
Horned Devil,Devilish Resilience,Devilish Resilience
"Horse, Draft",,
"Horse, Riding",,
"Horse, War",,
Hound Guardian,,"poison; damage from nonmagical, non-adamantine weapons"
Hound Of The Night,,cold
Hound of Tindalos,necrotic,"cold, psychic, poison"
Hound of the Night,False,cold
Howler Baboon,,
Howler Of The Hill,"cold, necrotic; nonmagic B/P/S attacks",psychic
Hraesvelgr The Corpse Swallower,"lightning, thunder","cold; bludgeoning, piercing, and slashing from nonmagical attacks"
Hraesvelgr,"lightning, thunder","cold; bludgeoning, piercing, and slashing from nonmagical attacks"
Huecambra,,"poison, thunder"
Huli Jing,"bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons",poison
Hulking Whelp,"bludgeoning, piercing, and slashing from nonmagical attacks",
Hulking Whelp,"bludgeoning, piercing, and slashing from nonmagical attacks",False
Hundun,"lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","acid, psychic"
Hundun,"lightning, radiant, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","acid, psychic"
Hunter Shark,,
Hunter Shark,,
Husk Demon,Demonic Resilience,"necrotic,exhaustion,prone,Demonic Resilience"
Hvalfiskr,,"cold, lightning, thunder"
Hverhuldra,cold,"fire, poison"
Hydra,,
Hydra,,
Hydra,Multiple Heads,
Hyena,,
Hyena,,
Hyena,,
"Hyena, Giant",,
Ia'affrat,,"fire, poison; bludgeoning, piercing, slashing"
Ia’Affrat,False,"bludgeoning, fire, piercing, poison, slashing"
Ibexian,"cold, lightning; nonmagic B/P/S attacks","fire, poison"
Ice Bogie,,"cold, poison"
Ice Devil,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Ice Devil,"damage from nonmagical, non-silvered weapons","cold, fire, poison"
Ice Elemental,"bludgeoning, piercing, and slashing from nonmagical attacks","cold, poison"
Ice Maiden,"bludgeoning, piercing, and slashing from nonmagical attacks",cold
Ice Mephit,,"cold, poison"
Ice Mephit,,"cold, poison"
Ice Urchin,,cold
Ice Willow,"lightning, slashing",cold
Ice Worm,,
Ice Devil,"blinded,Devilish Resilience","cold,Devilish Resilience"
Ice Mephit,,"cold,poison,poisoned"
Ice Maiden,"bludgeoning, piercing, and slashing from nonmagical attacks",cold
Iceworm,,
Ichneumon,"acid, cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",
Ichor Ooze,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks",fire
Idolic Deity,"cold; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Idolic Deity,"bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic"
Ijiraq,"bludgeoning, piercing, and slashing from nonmagical attacks",
Ikuchi,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
"Illhveli, Kembingur",cold,
"Illhveli, Nauthveli",cold,
Imp,"cold; bludgeoning, piercing, and slashing from nonmagical/nonsilver weapons","fire, poison"
Imp,"cold; damage from nonmagical, non-silvered weapons","fire, poison"
Imp Familiar,"cold; damage from nonmagical, non-silvered weapons","fire, poison"
Imp,Devilish Resilience,Devilish Resilience
Imperator,,cold
"Imperator, Penguin Swarm","bludgeoning, cold, piercing, slashing",
Imperial Dragon Wyrmling,,"lightning, thunder"
Imperial Ghoul,False,poison
Imy-Ut Ushabti,bludgeoning,
Incandescent One,"cold, radiant; nonmagic B/P/S attacks",poison
Incarnate Gloom,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Incinis,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison"
Infernal Centaur,,fire
Infernal Knight,"cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","fire, necrotic, poison"
Infernal Swarm,"bludgeoning, cold, piercing, psychic, slashing","fire, poison"
Initiate of the Elder Elementals,,
Ink Devil,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Ink Guardian,"fire, slashing, thunder",acid
Ink Devil,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Inkling,,
Insatiable Brood,"cold,Swarm Resilience",Swarm Resilience
"Insect, Giant Centipede",prone,
"Insect, Giant Fire Beetle",,
"Insect, Giant Scorpion","poison,poisoned",
"Insect, Giant Wasp",,
"Insect, Scorpion","poison,poisoned",
"Insect, Swarm of Insects",Swarm Resilience,Swarm Resilience
Intellect Devourer,,
Invisible Stalker,"bludgeoning, piercing, and slashing from nonmagical attacks",poison
Invisible Stalker,damage from nonmagical weapons,poison
Invisible Stalker,Elemental Resilience,Elemental Resilience
Ion Slime,thunder,
Irid,radiant,poison
Iron Golem,,"fire, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Iron Guardian,,"fire, poison, psychic; damage from nonmagical, non-adamantine weapons"
Iron Sphere,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","lightning, necrotic, poison, psychic, radiant"
Iron Golem,,"fire,Golem Resilience"
Iron Ghoul,False,poison
Isonade,,ability damage/drain
Isonade,False,cold
Jaanavar Jal,,fire
Jack of Strings,"bludgeoning, piercing, and slashing from nonmagical weapons not made with cold iron weapons",
Jackal,,
Jackal,,
Jackal,,
Jackalope,lightning,
Jackalwere,"damage from nonmagical, non-silvered weapons",
Jackalwere Pack Leader,"damage from nonmagical, non-silvered weapons",
Jaculus,"acid, lightning",
Jaculus,"acid, lightning",False
J'ba Fofi Spider,,
J’ba Fofi Spider,False,False
Jiangshi,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Jinmenju,,"bludgeoning, piercing, and slashing from nonmagical attacks"
Jinnborn Air Pirate,lightning,
Jotun Giant,"bludgeoning, piercing, and slashing from nonmagical attacks",
Jotun,False,"cold; bludgeoning, piercing, and slashing from nonmagical attacks"
Jubjub Bird,poison,
Juniper Sheriff,,
Junk Shaman,,
Kachlian,bludgeoning,
Kalke,,
Kalke,poison,False
Kallikantzaros,,
Kamaitachi,cold,
Kapi,,
Kappa,,
Karakura,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Karkadann,,poison
Kaveph,cold,
Kech,,
Keelbreaker Crab,,
Keg Golem,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","poison, psychic"
Kelp Drake,,
Kelp Eel,"acid, bludgeoning, piercing",
Keyhole Dragonette,,
Kezai,,fire
Khalkos,"fire, psychic, radiant",
Khalkos Spawn,"fire, psychic, radiant",
Khamaseen,nonmagic B/P/S attacks,poison
Khargi,fire; nonmagic B/P/S attacks,poison
Khodumodumo,"fire, poison; bludgeoning, piercing, and slashing from nonmagical attacks",
Kikimora,"bludgeoning, piercing, and slashing from",
Kikimora,"bludgeoning, piercing, and slashing from nonmagical attacks",False
Killer Whale,,
Killer Whale,,
King Fomor,,radiant; damage from nonmagical weapons
King Kobold,,
Kinnara,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",
Kirikari,,"acid, poison"
Kishi Demon,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Kishi,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Kitsune,,
Knight,,
Knight,,
Knight Ab-errant,,
Knight Captain,,
Knight of the Road,,
Knight,"charmed,frightened",
Kobold,,
Kobold,,
Kobold Alchemist,,poison
Kobold Broodguard,,
Kobold Broodguard Dragon Servitor,,
Kobold Chieftain,,
Kobold Dragon Servitor,,
"Kobold, Drake Rider",,
"Kobold, Empyrean","acid, cold, fire, lightning, poison; nonmagic B/P/S attacks",radiant
"Kobold, Ghost Hunter",necrotic,
"Kobold, Leviathan Hunter","bludgeoning, cold",
"Kobold, Planes Hunter",,
"Kobold, Sapper",,
Kobold Sorcerer,,
Kobold Sorcerer Dragon Servitor,,
Kobold Spellclerk,,
Kobold Trapsmith,,
Kobold War Machine,"bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic"
Kobold,,
Kobold Swiftblade,,
Kobold Witch,,
Kongamato,,
Kongamato,False,False
Koralk (Harvester Devil),"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Koralk,"cold; bludgeoning, piercing, and slashing damage from nonmagical attacks not made with silvered weapons","fire, poison"
Korrigan,,
Koschei,"cold, lightning","necrotic; bludgeoning, piercing, and slashing from nonmagical attacks"
Kot Bayun,,
Kot Bayun,False,False
Krake Spawn,,"cold, poison, psychic"
Kraken,,"lightning; bludgeoning, piercing, and slashing from nonmagical attacks"
Kraken,"cold, fire, thunder",lightning; damage from nonmagical weapons
Kraken,Monstrosity Resilience,"lightning; bludgeoning,piercing,and slashing damage from nonmagical attacks,frightened,paralyzed"
Krake Spawn,False,"cold, poison, psychic"
Kryt,,
Külmking,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Kuunganisha,"fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks not made with silver",poison
Labyrinth Keeper,,
Lacedon,necrotic,poison
Lady in White,"acid, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","cold, necrotic, poison"
Laestrigonian Giant,,
Lake Troll,,
Lakescourge Lotus,necrotic,"cold, poison"
Lake Troll,False,False
Lamassu,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks",
Lambent Witchfyre,,"fire, poison"
Lamia,,
Lamia,,
Lamia,"charmed,Monstrosity Resilience",
Lantern Beetle,,
Lantern Dragonette,,
Lantern Hagfish,"cold,grappled,prone,restrained,Aberrant Resilience",
Lantern Dragonette,False,False
Lava Keeper,"acid, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison"
Lazavik,poison,
Leashed Lesion,necrotic,
Leech Swarm,"bludgeoning, piercing, and slashing",
Lemure,cold,"fire, poison"
Lemure,cold,"fire, poison"
Lemure Band,cold,"fire, poison"
Lemure,Devilish Resilience,Devilish Resilience
Lemurfolk,,
Lemurfolk Greyfur,,
Lemurfolk,False,False
Leonino,,
Leshy,,
Leshy,False,poison
Lesser Lunarchidna,,poison
Lesser Scrag,,
Ley Wanderer,nonmagic B/P/S attacks,psychic
Library Automaton,,poison
Library Automaton,False,"poison, psychic"
Lich,"cold, lightning, necrotic","poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Lich,"cold, lightning","necrotic, poison; damage from nonmagical weapons"
Lich Hound,piercing and bludgeoning from nonmagical attacks,poison
Lich,"cold,lightning,necrotic","bludgeoning,piercing,and slashing damage from nonmagical attacks,charmed,frightened,paralyzed,Undead Resilience"
Lich Hound,piercing and slashing from nonmagical attacks,poison
Life Broker,nonmagic B/P/S attacks not made w/cold iron weapons,
Light Cavalry,fire,
Light Dragon Wyrmling,"bludgeoning, piercing, and slashing from nonmagical attacks",radiant
Light Drake,radiant,
Light Eater,,"fire, radiant"
Likho,,
Likho,False,False
Liminal Drake,"acid, fire, lightning, radiant, thunder; bludgeoning, piercing, and slashing from nonmagical attacks",cold
Lindwurm,,cold
Lindwurm,False,cold
Lion,,
Lion,,
Lion,,
Liosalfar,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic, radiant"
Liosalfar,"bludgeoning, piercing, and slashing from nonmagical attacks","poison, psychic, radiant"
Living Shade,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Living Soot,nonmagic B/P/S attacks,"fire, poison"
Living Star,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison, radiant"
Living Wick,,"poison, psychic"
Living Colossus,slashing,Construct Resilience
Living Wick,False,"poison, psychic"
Lizard,,
Lizard,,
Lizard,,
"Lizard, Giant",,
Lizardfolk,,
Lizardfolk,,
Lizardfolk Chosen One,,
Lizardfolk,,
Lizardfolk Ruler,,"charmed,frightened"
Lizardfolk Shaman,"poison,poisoned",
Lobe Lemur,,
Locksmith,"bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison, psychic"
Lord Zombie,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver","necrotic, poison"
Lord of the Hunt,"bludgeoning, piercing, and slashing from nonmagical attacks not made with cold iron weapons","cold, poison"
Lorelei,,
Lorelei,False,False
Lost Minotaur,necrotic,"cold, poison"
Lotus Golem,"bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine","cold, fire, poison, psychic"
Lou Carcolh,,
Loxoda,,
Loxoda,False,False
Luck Leech,,necrotic
Lunar Devil,"cold; bludgeoning, piercing, and slashing from nonmagical attacks not made with silvered weapons","fire, poison"
Lunar Devil,"cold; bludgeoning, piercing, and slashing damage from nonmagical attacks not made with silvered weapons","fire, poison"
Lunarian,"necrotic, poison",
"Lycanthrope, Werecrocodile",,"nonmagic bludgeoning, piercing, and slashing attacks not made with silvered weapons"
"Lycanthrope, Wereotter",,"nonmagic bludgeoning, piercing, and slashing attacks not made with silvered weapons"
Lymarien,,
Lymarien Swarm,"bludgeoning, piercing, slashing",
Lystrosaurus,,
Mad Piper,,poison
Mage,,
Mage,,
Mage Apprentice,,
Mage,,
Magma Mephit,,"fire, poison"
Magma Mephit,,"fire, poison"
Magma Octopus,,fire
Magma Mephit,,"fire,poison,poisoned"
Magmin,"bludgeoning, piercing, and slashing from nonmagical attacks",fire
Magmin,damage from nonmagical weapons,"cold, fire"
Magmin,,fire
Magnetic Elemental,"bludgeoning, piercing, and slashing from nonmagical attacks","lightning, poison"
Mahoru,,
Mahoru,False,False
Major Malleable,,psychic
Malakbel,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","fire, radiant, poison"
Malakbel,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","fire, radiant, poison"
Malcubus,"cold, fire, lightning, poison; damage from nonmagical weapons",
Mallqui,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Mallqui,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Malmbjorn,nonmagic B/P/S attacks,cold 
Malphas (Storm Crow),,
Malphas,False,False
Mammoth,,
Mammoth,,
Mammoth,"cold,prone",
Mamura,"bludgeoning, piercing, and slashing from nonmagical attacks",
Mamura,"bludgeoning, piercing, and slashing from nonmagical attacks",False
Manabane Scarab Swarm,"bludgeoning, piercing, slashing",
Manastorm Golem,"bludgeoning, piercing, and slashing from magical weapons","acid, cold, fire, lightning, necrotic, poison, psychic, radiant, thunder"
Mandrake,,poison
Mandriano,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Manggus,,
Mangrove Treant,,
Manticore,,
Manticore,,
Manticore,Monstrosity Resilience,
Map Mimic,,acid
Map Mimic,False,acid
Mari Lwyd,necrotic,poison
Marid,"acid, cold, lightning",
Marid Noble,"acid, cold, lightning",
Marilith,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Marilith,"cold, fire, lightning; damage from nonmagical weapons",poison
Marilith,"bludgeoning,piercing,and slashing damage from nonmagical attacks,Demonic Resilience",Demonic Resilience
Marsh Dire,"fire, necrotic",poison
Mask Wight,"acid, fire, lightning, cold; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Mask Wight,"acid, fire, lightning, cold; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Massive Malleable,,psychic
Master Assassin,,
Master Thief,,
Master Alchemist,,
Mastiff,,
Mastiff,,
Mastiff,,
Matriarch Serpentine Lamia,,
Mavka,"acid, fire, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","cold, lightning"
Mavka,"fire; bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Mbielu,,
Mbielu,False,poison
Mead Archon,"poison, radiant; bludgeoning, piercing, and slashing damage from nonmagical attacks",
Mechanist,,
Mechuiti,False,"acid, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Medusa,,
Medusa,,
Medusa Queen,,
Medusa,"petrified,Monstrosity Resilience","poison,poisoned"
Meerkat,poison,
"Meerkats, Swarm","bludgeoning, piercing, poison, slashing",
Megantereon,,
Megapede,,acid
Mei Jiao Shou,,
Merclops,,
Merfolk,,
Merfolk,,
Merfolk Knight,,
Merfolk,,
Merrow,,
Merrow,,
Merrow Mage,,
Merrow,Monstrosity Resilience,
Mi-Go,"radiant, cold",
Mi-Go,"cold, radiant",False
Midnight Sun,"acid, cold, fire, lightning, thunder; nonmagic B/P/S attacks","necrotic (in night form), poison, radiant (in day form)"
Millitaur,poison; bludgeoning and slashing from nonmagical attacks,
Millitaur,"poison, slashing",False
Mimic,,acid
Mimic,,
Mimic,"grappled,Monstrosity Resilience","acid,prone"
Mindrot Thrall,bludgeoning and piercing from nonmagical attacks,"acid, poison"
Mindrot Thrall,False,"acid, poison"
Mindshard,,poison
Mineral Ooze,"acid, cold, fire",
Minor Malleable,,psychic
Minotaur,,
Minotaur,,
Minotaur Champion,,
"Minotaur, Ravening",,
Minotaur Skeleton,,poison
Minotaur,Monstrosity Resilience,
Minotaur Skeleton,piercing,Undead Resilience
Minstrel,,
Mirage Monster,,
Mirager,,
Mirager,False,False
Mire Fiend,Demonic Resilience,"acid,Demonic Resilience"
Miremal,,
Miremal,False,False
Miremuck Goblin King,,
Mirror Hag,thunder,
Mirror Hag,thunder,False
Mithral Dragon Wyrmling,False,slashing
Mngwa,,
Mngwa,False,False
Moderate Malleable,,"psychic Condition Immunities blinded, prone"
Mold Zombie,,"necrotic, poison"
Monarch Skeleton,"bludgeoning, piercing, and slashing from nonmagical attacks not made with silver","necrotic, poison"
Monkey'S Bane Vine,"cold, fire",
Monkey King,,"necrotic, poison, radiant"
Monolith Champion,,"poison, bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Monolith Footman,,"poison, bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Monolith Champion,False,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons"
Monolith Footman,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine weapons","poison, psychic"
Moon Drake,varies (see Moonbound),
Moon Nymph,"necrotic, radiant",psychic
Moon Weaver,,
Moonchild Naga,,poison
Moonkite,"fire, radiant; bludgeoning, piercing, and slashing from nonmagical attacks",poison
Moonless Hunter,"necrotic; bludgeoning, piercing or slashing from nonmagical attacks not made w/silvered weapons",
Moonlit King,"acid; bludgeoning, piercing, and slashing from attacks not made with cold iron weapons","cold, fire, poison"
Moonweb,,
Moppet,,"poison, psychic"
Mordant Snare,bludgeoning from nonmagical attacks,acid
Mordant Snare,bludgeoning from nonmagical attacks,acid
Mordovermis,"bludgeoning,Aberrant Resilience",prone
Morko,,"fire, poison"
Morphoi,,
Morphoi,False,False
Mortifera,,
Moss Lurker,,"fire, poison"
Moss Lurker,False,poison
Mountain Dryad,lightning,"cold, poison"
Mountain Dwarf Defender,,
Mountain Dwarf Lord,,
Mountain Dwarf Soldier,,
Mountain Giant,,"cold, fire, lightning, thunder; bludgeoning"
Mountain Nymph,,
Mountain Strider,cold,
Mud Golem,"bludgeoning, piercing, and slashing from nonmagical attacks not made with adamantine","poison, psychic"
Mudmutt,thunder,
Mule,,
Mule,,
Mule,"exhaustion,prone",
Mummy,"bludgeoning, piercing, and slashing from nonmagical attacks","necrotic, poison"
Mummy,damage from nonmagical weapons,"necrotic, poison"
Mummy Lord,,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks"
Mummy Lord,,"necrotic, poison; damage from nonmagical weapons"
"Mummy, Peat",lightning; bludgeoning &amp; piercing from nonmagical attacks,poison
Mummy,"bludgeoning,piercing,and slashing damage from nonmagical attacks","necrotic,charmed,frightened,paralyzed,Undead Resilience"
